#'chr'	'start'	'end'	'TGCT_09E99DFE_D6FF_46DA_8DB4_AEEE237A6FE0_X028_S07_L112_B1_T1_P060.insertions.bw'	'TGCT_09E99DFE_D6FF_46DA_8DB4_AEEE237A6FE0_X028_S07_L113_B1_T2_P061.insertions.bw'	'TGCT_1577A485_E047_42CF_8703_42A69E1AED1A_X038_S09_L089_B1_T1_P090.insertions.bw'	'TGCT_1577A485_E047_42CF_8703_42A69E1AED1A_X038_S09_L090_B1_T2_PMRG.insertions.bw'	'TGCT_42AA9956_CB47_4A45_8B3E_BCA4A1560649_X025_S03_L031_B1_T1_P065.insertions.bw'	'TGCT_42AA9956_CB47_4A45_8B3E_BCA4A1560649_X025_S03_L032_B1_T2_P061.insertions.bw'	'TGCT_772E7A97_0B2F_4DE7_B44B_E233EA5ACA5C_X027_S05_L085_B1_T1_P067.insertions.bw'	'TGCT_772E7A97_0B2F_4DE7_B44B_E233EA5ACA5C_X027_S05_L086_B1_T2_P069.insertions.bw'	'TGCT_915BF6AB_D5A9_44A6_8913_DE735A3A32CA_X041_S09_L017_B1_T1_P084.insertions.bw'	'TGCT_915BF6AB_D5A9_44A6_8913_DE735A3A32CA_X041_S09_L018_B1_T2_P085.insertions.bw'	'TGCT_1733145A_1C7A_49A1_BCA7_7B72F7C8FFE7_X024_S09_L019_B1_T1_P060.insertions.bw'	'TGCT_1733145A_1C7A_49A1_BCA7_7B72F7C8FFE7_X024_S09_L020_B1_T2_P062.insertions.bw'	'TGCT_A6AB6BA9_2EE3_4919_B524_65C2F7B6A052_X034_S04_L124_B1_T1_P078.insertions.bw'	'TGCT_A6AB6BA9_2EE3_4919_B524_65C2F7B6A052_X034_S04_L125_B1_T2_P079.insertions.bw'	'TGCT_A3208F24_8F24_43B5_99C5_E4A3CA68026C_X026_S11_L073_B1_T1_P068.insertions.bw'	'TGCT_A3208F24_8F24_43B5_99C5_E4A3CA68026C_X026_S11_L074_B1_T2_P066.insertions.bw'	'TGCT_0A0512E8_AD96_4154_AAA2_3BDD67A279E9_X035_S11_L021_B1_T1_PMRG.insertions.bw'	'TGCT_0A0512E8_AD96_4154_AAA2_3BDD67A279E9_X035_S11_L022_B1_T2_P090.insertions.bw'
chrX	2827822	2829822	18.845098853111267	16.148240977048875	6.723801761627198	8.0834627212286	10.454459227383136	9.068038415908813	9.946333234786987	9.379137914896011	23.4995204873085	26.62277367591858	7.641396649122238	6.264389179229736	12.073498794078827	13.919998962283135	9.038099615961313	9.676822439789772	15.371231572508812	13.453035498023032
chrX	2902972	2904972	1.467906179189682	1.9988539397716523	2.6114668965339662	2.172772597670555	1.003756546974182	0.6226719785928726	2.3492888775467873	2.614709104716778	2.957068932056427	3.666174898147583	1.0849440455436707	0.7392971391677856	2.823123790025711	2.7866450279951094	2.785516375988722	3.3061122000217438	1.7080783147811889	2.405228835940361
chrX	3005546	3007546	0.6103482959270478	1.3991977453231812	1.7068837730884552	2.5183427748680116	0.5038857895731926	1.1378708841800689	1.1302067816257477	1.7538966238498688	0.917711055278778	2.051669120788574	0.9493260502815246	1.1024002075195312	1.4196394872665405	1.8671556165218353	0.5088960587084294	0.9296339018940926	1.031181401014328	1.4757725062966347
chrX	3040471	3042471	0.7410994052886963	0.899484270811081	1.8541415100097656	2.0119864590168	0.40150262117385865	0.5373652458190918	1.0048565649986267	0.49109105467796327	1.150197855949402	1.4203863143920898	0.8137080371379852	0.1378000259399414	0.569471310377121	0.057504022121429445	0.3777996003627777	0.7284653842449188	0.7365581333637238	1.509557831287384
chrX	3307565	3309565	1.6050095691680908	0.4987140574455261	2.950957538127899	4.368103220224381	0.2904202293157577	1.0747304916381837	1.0963005727529527	0.841870379447937	0.10196789503097534	2.3673105239868164	0.655034974694252	0.4368260822296143	0.45436540246009827	0.46003217697143556	0.16396502655744552	0.3362147927284241	0.3918489301204681	0.5031859576702118
chrX	3603340	3605340	1.8405733087062837	1.669542764544487	2.538926136493683	3.819990464925766	1.7947167096138001	1.4777543902397157	2.1273573794960976	1.7538966417312623	2.609358398079872	4.103338241577148	1.5474014559984206	1.4220962677001954	2.0582753064632415	1.539382707953453	1.9955374652743338	1.4109814254045487	0.9575255751609802	1.4800855347514152
chrX	7146237	7148237	23.445208339691163	22.85389659357071	16.674215695381164	14.465952123641967	17.960550955057144	18.625078638315202	22.948334952592848	23.29034490084648	27.276410831928253	30.198990787506105	30.265870705246925	28.82500898551941	26.465270612955095	23.155720308303835	23.723547495245935	24.99308716058731	27.212877118349077	20.176318603515625
chrX	7897247	7899247	1.0057777643203736	0.24985674023628235	1.8483382024765014	2.6167342445850372	0.26766841411590575	0.2686826229095459	0.770595520734787	0.387260374546051	1.2766380457878113	1.3035989952087403	1.2910834283828736	0.5842721099853516	0.17770735740661622	1.0350724101066588	0.35815401816368103	0.16810739636421204	0.44193488359451294	0.7188370823860168
chrX	11757159	11759159	42.89906772613526	37.86828771591186	30.84432514667511	24.50668625831604	37.29959428787232	38.94554487228393	38.498952302932736	35.89174190998077	46.96641046524048	50.77091941833496	46.7339651632309	44.04088762283325	44.3359670829773	43.277528800964355	43.61318462371826	43.62947388648987	42.425748524665835	35.45304391384125
chrX	13034617	13036617	2.3005842728614807	2.5625307408571243	5.249048402786255	6.128591339826584	1.508311506509781	1.5207436218261718	1.695310151576996	1.3778611925840378	2.855101001262665	2.575633850097656	1.2883710622787476	1.5598962936401368	0.5553354918956757	0.6221935193538666	1.453017246723175	1.6810739755630493	0.6761603659391403	1.483679702281952
